Method,Package,Start in line,End in line,Project Name,Version Project,
buildMap,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Copy.java,800,855,apache-ant-1.9.4,1.9.4,
getBuildListeners,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/taskdefs/Ant.java,756,761,apache-ant-1.9.4,1.9.4,
getBuildListeners,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,425,438,apache-ant-1.9.4,1.9.4,
getProperties,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,639,646,apache-ant-1.9.4,1.9.4,
getUserProperties,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,648,654,apache-ant-1.9.4,1.9.4,
getInheritedProperties,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,656,663,apache-ant-1.9.4,1.9.4,
getFilters,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,799,814,apache-ant-1.9.4,1.9.4,
getTaskDefinitions,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,1016,1025,apache-ant-1.9.4,1.9.4,
getCopyOfTaskDefinitions,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,1027,1038,apache-ant-1.9.4,1.9.4,
getDataTypeDefinitions,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,1058,1067,apache-ant-1.9.4,1.9.4,
getCopyOfDataTypeDefinitions,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,1069,1080,apache-ant-1.9.4,1.9.4,
getTargets,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,1143,1150,apache-ant-1.9.4,1.9.4,
getCopyOfTargets,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,1152,1160,apache-ant-1.9.4,1.9.4,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,1739,1756,apache-ant-1.9.4,1.9.4,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,1758,1778,apache-ant-1.9.4,1.9.4,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,1780,1841,apache-ant-1.9.4,1.9.4,
getReferences,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,1986,1994,apache-ant-1.9.4,1.9.4,
getCopyOfReferences,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Project.java,2005,2016,apache-ant-1.9.4,1.9.4,
elements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/LinkedHashtable.java,77,79,apache-ant-1.9.4,1.9.4,
entrySet,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/LinkedHashtable.java,81,83,apache-ant-1.9.4,1.9.4,
keys,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/LinkedHashtable.java,101,103,apache-ant-1.9.4,1.9.4,
keySet,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/LinkedHashtable.java,105,107,apache-ant-1.9.4,1.9.4,
values,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/LinkedHashtable.java,129,131,apache-ant-1.9.4,1.9.4,
getJrePackageTestCases,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/JavaEnvUtils.java,473,526,apache-ant-1.9.4,1.9.4,
getJrePackages,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/JavaEnvUtils.java,527,537,apache-ant-1.9.4,1.9.4,
getFileDependencies,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,73,89,apache-ant-1.9.4,1.9.4,
getClassDependencies,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,91,103,apache-ant-1.9.4,1.9.4,
getRootClasses,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,208,216,apache-ant-1.9.4,1.9.4,
getDependencies,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/depend/bcel/DependencyVisitor.java,44,52,apache-ant-1.9.4,1.9.4,
getFileDependencies,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/depend/DependencyAnalyzer.java,64,71,apache-ant-1.9.4,1.9.4,
getClassDependencies,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/depend/DependencyAnalyzer.java,73,80,apache-ant-1.9.4,1.9.4,
getInstance,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/IdentityStack.java,34,48,apache-ant-1.9.4,1.9.4,
append,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/CollectionUtils.java,162,172,apache-ant-1.9.4,1.9.4,
asEnumeration,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/CollectionUtils.java,174,188,apache-ant-1.9.4,1.9.4,
asIterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/CollectionUtils.java,190,207,apache-ant-1.9.4,1.9.4,
asCollection,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/CollectionUtils.java,209,220,apache-ant-1.9.4,1.9.4,
lineSplit,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/StringUtils.java,46,54,apache-ant-1.9.4,1.9.4,
split,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/util/StringUtils.java,56,74,apache-ant-1.9.4,1.9.4,
getExposedClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntTypeDefinition.java,142,159,apache-ant-1.9.4,1.9.4,
getTypeClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntTypeDefinition.java,161,178,apache-ant-1.9.4,1.9.4,
innerGetTypeClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/AntTypeDefinition.java,180,197,apache-ant-1.9.4,1.9.4,
getImportStack,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ProjectHelper.java,160,169,apache-ant-1.9.4,1.9.4,
getExtensionStack,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ProjectHelper.java,171,182,apache-ant-1.9.4,1.9.4,
getMapForProperty,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/property/LocalPropertyStack.java,139,146,apache-ant-1.9.4,1.9.4,
getAttributeMap,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/RuntimeConfigurable.java,330,339,apache-ant-1.9.4,1.9.4,
getChildren,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/RuntimeConfigurable.java,375,383,apache-ant-1.9.4,1.9.4,
getElementType,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/IntrospectionHelper.java,822,842,apache-ant-1.9.4,1.9.4,
getAttributeType,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/IntrospectionHelper.java,844,864,apache-ant-1.9.4,1.9.4,
getAttributes,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/IntrospectionHelper.java,936,944,apache-ant-1.9.4,1.9.4,
getAttributeMap,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/IntrospectionHelper.java,946,956,apache-ant-1.9.4,1.9.4,
getNestedElements,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/IntrospectionHelper.java,958,968,apache-ant-1.9.4,1.9.4,
getNestedElementMap,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/IntrospectionHelper.java,970,981,apache-ant-1.9.4,1.9.4,
getExtensionPoints,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/IntrospectionHelper.java,983,1003,apache-ant-1.9.4,1.9.4,
getComparator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/filters/SortFilter.java,278,285,apache-ant-1.9.4,1.9.4,
getTokens,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/filters/ReplaceTokens.java,273,281,apache-ant-1.9.4,1.9.4,
getRegexps,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/filters/LineContainsRegExp.java,162,174,apache-ant-1.9.4,1.9.4,
getContains,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/filters/LineContains.java,170,181,apache-ant-1.9.4,1.9.4,
getComments,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/filters/StripLineComments.java,156,163,apache-ant-1.9.4,1.9.4,
vectorizeEmailAddresses,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/listener/MailLogger.java,402,409,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/tests/junit/org/apache/tools/ant/types/resources/LazyResourceCollectionTest.java,46,50,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/tests/junit/org/apache/tools/ant/types/selectors/MockCache.java,57,60,apache-ant-1.9.4,1.9.4,
iterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/tests/junit/org/apache/tools/ant/taskdefs/ZipExtraFieldTest.java,87,89,apache-ant-1.9.4,1.9.4,
supportedOptions,/home/thiago/git/Ant/apache-ant-1.9.4/src/tests/antunit/taskdefs/apt/DistributedAnnotationFactory.java,37,39,apache-ant-1.9.4,1.9.4,
supportedAnnotationTypes,/home/thiago/git/Ant/apache-ant-1.9.4/src/tests/antunit/taskdefs/apt/DistributedAnnotationFactory.java,41,43,apache-ant-1.9.4,1.9.4,
